vod_id,contexto_video,streamer_login,title,data_criacao,views,duration,url
1536383217,antes_recorde,orbitalheelkick,Elevator Skip?,2022-07-19T14:49:45Z,49,1m6s,https://www.twitch.tv/videos/1536383217
1537427035,recorde,orbitalheelkick,1:03:57,2022-07-20T15:22:57Z,1136,1h13m57s,https://www.twitch.tv/videos/1537427035
